year,week,date,target_year,target_week,target,age_now,age_target_week_last_year,age_roll4_mean,rain_mean_mm,rain_source_is_dhm,horizon,pred,champion,base_persistence,base_seasonal_naive,base_seasonal_plus_drift,base_4week_rolling_mean,pred_single
2024,1,2024-01-14,2024.0,3.0,191.0,211.0,184.0,193.5,0.0,0.0,2,181.2026477183116,Ensemble top-30,211.0,184.0,184.0,193.5,146.38377380371094
2024,2,2024-01-21,2024.0,4.0,123.0,203.0,202.0,202.75,0.0,0.0,2,192.69067358952827,Ensemble top-30,203.0,202.0,202.0,202.75,171.44325256347656
2024,3,2024-01-28,2024.0,5.0,214.0,191.0,258.0,205.25,0.0,0.0,2,203.0545394674193,Ensemble top-30,191.0,258.0,258.0,205.25,194.83946228027344
2024,5,2024-02-11,2024.0,7.0,223.0,214.0,236.0,182.0,0.0,0.0,2,236.0100276562803,Ensemble top-30,214.0,236.0,227.22564102564104,182.0,280.5675048828125
2024,6,2024-02-18,2024.0,8.0,282.0,209.0,289.0,182.75,0.7733645660381174,0.0,2,250.33647951132676,Ensemble top-30,209.0,289.0,285.1170825335892,182.75,241.64871215820312
2024,7,2024-02-25,2024.0,9.0,309.0,223.0,320.0,184.25,0.9370120051532091,0.0,2,279.87858450006814,Ensemble top-30,223.0,320.0,308.51485148514854,184.25,299.221923828125
2024,22,2024-06-09,2024.0,24.0,697.0,658.0,511.0,699.75,40.13289951107746,0.0,2,506.11234898951926,Ensemble top-30,658.0,511.0,511.0,699.75,443.1114196777344
2024,23,2024-06-16,2024.0,25.0,677.0,731.0,446.0,701.5,22.617401806816886,0.0,2,573.1103332755621,Ensemble top-30,731.0,446.0,446.0,701.5,591.014404296875
2024,24,2024-06-23,2024.0,26.0,624.0,697.0,461.0,710.25,70.44758232035466,0.0,2,575.5238428467594,Ensemble top-30,697.0,461.0,461.0,710.25,585.5723266601562
2024,25,2024-06-30,2024.0,27.0,554.0,677.0,414.0,694.0,280.0292712769297,0.0,2,588.9356742677002,Ensemble top-30,677.0,414.0,414.0,694.0,575.0030517578125
2024,26,2024-07-07,2024.0,28.0,559.0,624.0,457.0,690.75,172.91418329198115,0.0,2,524.4915464905175,Ensemble top-30,624.0,457.0,628.8555170707571,690.75,540.1295776367188
2024,27,2024-07-14,2024.0,29.0,603.0,554.0,430.0,682.25,90.13049184506546,0.0,2,502.6091129845744,Ensemble top-30,554.0,430.0,581.2087912087911,682.25,484.63134765625
2024,28,2024-07-21,2024.0,30.0,626.0,559.0,473.0,638.0,66.77295222530377,0.0,2,510.5255901198316,Ensemble top-30,559.0,473.0,636.2905961586431,638.0,536.6904296875
2024,29,2024-07-28,2024.0,31.0,667.0,603.0,438.0,603.5,61.04608380331905,0.0,2,534.5505736953754,Ensemble top-30,603.0,438.0,584.8263442243375,603.5,570.6986083984375
2024,30,2024-08-04,2024.0,32.0,622.0,626.0,360.0,585.0,107.10424554878578,0.0,2,514.7363031726132,Ensemble top-30,626.0,360.0,477.7841352405722,585.0,541.8848266601562
