year,week,date,target_year,target_week,target,age_now,age_target_week_last_year,age_roll4_mean,rain_mean_mm,rain_source_is_dhm,horizon,pred,champion,base_persistence,base_seasonal_naive,base_seasonal_plus_drift,base_4week_rolling_mean,pred_with_weather
2024,1,2024-01-14,2024.0,2.0,203.0,211.0,161.0,193.5,0.0,0.0,1,175.153063742056,No-weather ensemble top-15,211.0,161.0,161.0,193.5,168.62864002361445
2024,2,2024-01-21,2024.0,3.0,191.0,203.0,184.0,202.75,0.0,0.0,1,189.36446789491413,No-weather ensemble top-15,203.0,184.0,184.0,202.75,182.95654516748405
2024,3,2024-01-28,2024.0,4.0,123.0,191.0,202.0,205.25,0.0,0.0,1,189.9852931465066,No-weather ensemble top-15,191.0,202.0,202.0,205.25,192.69676931316403
2024,5,2024-02-11,2024.0,6.0,209.0,214.0,235.0,182.0,0.0,0.0,1,219.04607214085544,No-weather ensemble top-15,214.0,235.0,226.26282051282053,182.0,235.5284116264159
2024,6,2024-02-18,2024.0,7.0,223.0,209.0,236.0,182.75,0.7733645660381174,0.0,1,224.0825977670952,No-weather ensemble top-15,209.0,236.0,232.82917466410748,182.75,228.52286393125533
2024,7,2024-02-25,2024.0,8.0,282.0,223.0,289.0,184.25,0.9370120051532091,0.0,1,242.9458855116647,No-weather ensemble top-15,223.0,289.0,278.6274752475248,184.25,235.9238119943985
2024,8,2024-03-03,2024.0,9.0,309.0,282.0,320.0,192.25,5.0274984632113915,0.0,1,296.0942140889968,No-weather ensemble top-15,282.0,320.0,303.48139255702284,192.25,298.19117460450184
2024,22,2024-06-09,2024.0,23.0,731.0,658.0,592.0,699.75,40.13289951107746,0.0,1,530.344356155721,No-weather ensemble top-15,658.0,592.0,592.0,699.75,544.4578534555293
2024,23,2024-06-16,2024.0,24.0,697.0,731.0,511.0,701.5,22.617401806816886,0.0,1,626.9564198373786,No-weather ensemble top-15,731.0,511.0,511.0,701.5,644.4478661455089
2024,24,2024-06-23,2024.0,25.0,677.0,697.0,446.0,710.25,70.44758232035466,0.0,1,660.7908151105737,No-weather ensemble top-15,697.0,446.0,446.0,710.25,640.5481731063293
2024,25,2024-06-30,2024.0,26.0,624.0,677.0,461.0,694.0,280.0292712769297,0.0,1,657.4752144864474,No-weather ensemble top-15,677.0,461.0,461.0,694.0,633.9956642313231
2024,26,2024-07-07,2024.0,27.0,554.0,624.0,414.0,690.75,172.91418329198115,0.0,1,600.8781941166047,No-weather ensemble top-15,624.0,414.0,569.6853043047996,690.75,603.7090579479501
2024,27,2024-07-14,2024.0,28.0,559.0,554.0,457.0,682.25,90.13049184506546,0.0,1,543.5950290548111,No-weather ensemble top-15,554.0,457.0,617.7032967032966,682.25,536.1705768885993
2024,28,2024-07-21,2024.0,29.0,603.0,559.0,430.0,638.0,66.77295222530377,0.0,1,542.968560025806,No-weather ensemble top-15,559.0,430.0,578.4459965078573,638.0,536.2760117892344
